飞行速度,图片,研发单位,乘员,简介,最大航程,发动机,生产单位,发动机数量,大类,类型,产国,退役时间,空重,翼展,最大飞行速度,名称,_id,首飞时间,关注度,旋翼直径,机高,服役时间,最大起飞重量,气动布局,机长
亚音速,http://images.huanqiu.com/sarons/2014/01/c69b59ebe86436204f33ca156e425d42.jpg,三菱公司,1人,NULL,NULL,推力1500kg KR-10 [ 特吕2号 ] 液态火箭发动机 ×1 ,NULL,单发,飞行器,战斗机,日本,NULL,1445千克,9.47米,NULL,J8M1秋水局地战斗机 ,{'$oid': '5cc9309c831b973d657f0fc4'},NULL,NULL,NULL,2.68米,二战末期,3870千克,后掠翼,6.03米
亚音速,http://images.huanqiu.com/sarons/2014/01/e893d824883c7e4695a18c224133b4d2.jpg,中岛重工,2人,"
月光夜间战斗机，是第二次世界大战中期后旧日本海军开始使用的夜间战斗机。美军的代号则为“Irving”。一反之前“X式XX战斗机”的制式命名风格，由本机开始改变命名准则，“月光”不只是昵称，而成为正式名称。
",3778千米,荣二一型,NULL,双发,飞行器,战斗机,日本,1945年8月15日,4562千克,17米,507千米每小时,J1N1/2式夜间战斗机,{'$oid': '5cc9309c831b973d657f0fc5'},1943年5月20日,NULL,NULL,4.56米,NULL,7527千克,平直翼,12.31米
亚音速,http://images.huanqiu.com/sarons/2014/01/dc908b4fde4c47264d31b6940aea7337.jpg,罗伯特·路萨公司,2人,"
亨克 He 219 夜枭 (猫头鹰) 是一款服役于二战末期纳粹德国空军的夜间战斗机。 He 219具相对复杂与创新的设计，包括安装先进的拦截型雷达。它是全世界第一款安装弹射座椅的军机，更是德军在二战期间第一款操作三轮起落架的军机。如果He 219有足够的数量可供作战，可以有效打击英国皇家空军的夜间战略轰炸机；但由于生产数量到终战之前只达294架故只有有限的影响。
",1540千米,2台戴姆勒－朋驰 DB 603E 液冷式倒V12型发动机， 1800 PS（1324 kW）,亨克尔公司,双发,飞行器,战斗机,德国,NULL,NULL,18.5米,616千米每小时,He 219夜枭战斗机,{'$oid': '5cc9309c831b973d657f0fc6'},1942年11月6日,NULL,NULL,4.4米,1943年,13580千克,后掠翼,15.5米
亚音速,NULL,NULL,1人,Me 263战斗机是一款由火箭推动的战斗机。它于第二次世界大战由德国研发，可以算作Me 163战斗机的后继者。德国共制造了三架原型，但它们从来没有使用自身发动机来飞行。火箭动力飞机，在Me163的基础上发展而来，但和Me163没有多少共同之处。开始时称为Me163D，移交容克公司（Junkers）后改称Ju248；再次移交梅塞斯密特公司（Messerschmitt）后改称Me263。仅制造一架，因为不能证明比Me262性能更优越。,978千米,1台Walter HWK109-509C-3rocket,梅塞斯密特公司（Messerschmitt）,单发,飞行器,战斗机,德国,NULL,2105千克,9.5米,880千米每小时,Me 263战斗机,{'$oid': '5cc9309d831b973d657f0fc7'},1944年8月（无动力）,NULL,NULL,3.17米,NULL,5150千克,平直翼,7.83米
亚音速,http://images.huanqiu.com/sarons/2014/01/9c3513fa7db89e5ad9f6267e9302ea78.jpg,NULL,1人,"
He 51是亨克尔公司为重整军备的德国推出的第一种战斗机，是为末代双翼战斗机，设计上平平无奇，它于1935年进入德国空军服役后不久就被Bf 109战斗机取代，之后作为对地攻击机，教练机和水上飞机。
",570千米,BMW6型水冷式发动机(750匹马力),亨克尔公司,单发,飞行器,战斗机,德国,NULL,1460千克,11米,330千米每小时,He 51战斗机,{'$oid': '5cc9309d831b973d657f0fc8'},1933年5月,NULL,NULL,3.2米,1935年,1900千克,双翼,8.4米
亚音速,http://images.huanqiu.com/sarons/2014/01/cd2813b6d4a49358a47547c6357b360c.jpg,梅寒施密特公司,1人,NULL,1000千米,As10C风冷式发动机(270匹马力),NULL,单发,飞行器,战斗机,德国,NULL,806千克,10.5米,305千米每小时,Bf 108台风式飞机,{'$oid': '5cc9309d831b973d657f0fc9'},1934年,NULL,NULL,2.3米,NULL,1350千克,平直翼,8.3米
亚音速,http://images.huanqiu.com/sarons/2014/01/4e5486282c97fd3caec5d88d331f6a79.jpg,川崎重工,1人,"
九二式战斗机是由川崎重工的德国工程师理查・伏格和土井武夫共同研发出来的水冷发动机双翼战斗机，由于有着德国血统而令其外表和纳粹德国空军初期的He51战斗机很相似，就连其水冷发动机都是德国BMW的仿制品(630匹马力)。
",850千米,BMW VI(630匹马力),NULL,单发,飞行器,战斗机,日本,NULL,1280千克,9.55米,320千米每小时,92式战斗机,{'$oid': '5cc9309d831b973d657f0fca'},1930年,NULL,NULL,3.1米,1932年,1700千克,双翼,7.05米
亚音速,http://images.huanqiu.com/sarons/2014/01/50d6cb9616e24251fbc01ccb24200b16.jpg,奥托·马德尔,2人,"
J.I攻击机（制造厂商将其定为“J 4”，以防止与1915年开发的“J 1”机混淆）是德意志帝国陆军航空队于第一次世界大战所使用的一款地面攻击机、侦察机和连络机，由容克斯所研制，属德国“J系列”装甲航空机之一。J.I机是世界上第一款大规模量产的全金属制飞机，它的金属结构机身和厚实的装甲可有效抵御战场轻武器的攻击。
",310千米,奔驰Bz.IV直六水冷引擎，149千瓦（200匹马力）,容克斯,单发,飞行器,战斗机,德国,1918年,1766千克,16米,155千米每小时,J.I攻击机,{'$oid': '5cc9309e831b973d657f0fcb'},1917年1月28日,NULL,NULL,3.4米,1917年,2140千克,双翼,9.1米
亚音速,NULL,日本中岛飞机,1人,"
火龙是第二次世界大战末期由大日本帝国陆军所预定开发的喷射战斗机。引擎主要由石川岛重工业株式会社负责研发，机体由中岛飞机开发及制造。可以被视为东瀛版Me 262或是由橘花攻击机进化而来的喷射战斗机，但该机体在战争结束时仍处于设计阶段。
",980千米,石川岛‘Ne 130’轴流式喷射发动机（静止推力980kg）,NULL,双发,飞行器,战斗机,日本,NULL,4500千克,13.7米,852千米每小时,Ki-201火龙战斗机,{'$oid': '5cc9309e831b973d657f0fcc'},NULL,NULL,NULL,4.05米,NULL,7000千克,后掠翼,11.5米
亚音速,http://images.huanqiu.com/sarons/2014/01/cd464432c7e3032f54ff70d44d152511.jpg,NULL,1人,"
一式战斗机是旧日本陆军的一种战斗机，简称一式陆战，正式编号：Ki-43，日军别称“隼”，盟军昵称Oscar（奥斯卡）/Jim（吉米）。
",1760千米,1台中岛厦-115 14缸气冷星型发动机，858千瓦（1150马力）,中岛重工,单发,飞行器,战斗机,日本,1945年,1910千克,10.84米,530千米每小时,Ki-43隼/1式,{'$oid': '5cc9309e831b973d657f0fcd'},NULL,NULL,NULL,3.27米,1938年12月12日,2925千克,平直翼,8.92米
亚音速,http://images.huanqiu.com/sarons/2014/01/0b5a386adb3ff19ec0ddba451d30b313.jpg,NULL,8人,"
1939年，Ki49完成试飞，但载弹量与飞行速度不令陆军满意，不过陆军认为Ki49以后还可以继续改进，所以在1941年就正式订购了Ki49，给予100式重爆击机的名称。
",3000千米,2台中岛Ha-109风冷式发动机(1520匹马力),NULL,双发,飞行器,战斗机,日本,NULL,6540千克,20.42米,492千米每小时,Ki-49吞龙轰炸机,{'$oid': '5cc9309e831b973d657f0fce'},1939年,NULL,NULL,4.25米,NULL,11090千克,平直翼,16.81米
亚音速,NULL,NULL,1人,"
霍顿 H.IX，被帝国航空部命名为Ho 229 (俗称Gotha Go 229通常都是用来辨识该机的制造商) 是一款于二次大战末期由厄依玛与华顿·霍顿兄弟设计并由哥达生产的战轰原型机。 它是第一款由喷射发动机推进的飞翼机[1] 并包含可以回避雷达的侦测－这是第一架拥有俗称隐身技术的战机. 该机备受德国空军大元帅赫尔曼·戈林所喜爱，这是唯一可以满足他 3 x 1000 性能需求的飞机，就是所谓的可以以1000 km/h时速、携带1000 kg炸弹、飞往1000 km外的目的地。
",1000千米,2×容克 Jumo 004B 涡轮喷射发动机， 8.7 kN（1956 lbf）,哥达（Gothaer Waggonfabrik）,双发,飞行器,战斗机,德国,NULL,4600千克,16.76米,977千米每小时,Ho 229战斗机,{'$oid': '5cc9309e831b973d657f0fcf'},1944年3月1日,NULL,NULL,2.81米,NULL,8100千克,飞翼,7.47米
亚音速,http://images.huanqiu.com/sarons/2014/01/f9fc466229e747fe108927d3cb11ab26.jpg,NULL,1人,"
10式舰上战斗机是由日本三菱重工生产、英国工程师贺伯特·史密斯（Herbert Smith）协助设计的战斗机，由旧日本海军使用于1920年至1930年期间。外型上是由木材打造的双翼机。
",NULL,1台300马力三菱Hi V-8型冷液型引擎,三菱重工,单发,飞行器,战斗机,日本,1930年,940千克,8.5米,213千米每小时,1MF/10式舰上战斗机,{'$oid': '5cc9309e831b973d657f0fd0'},1921年,NULL,NULL,3.1米,1923年,1280千克,双翼,6.9米
亚音速,NULL,斯特·亨克尔飞机公司,1人,He-100即亨克尔He-100战斗机。它的设计人是沃尔特·冈特工程师，齐格弗利特·冈特工程师。一架He-100的原型机在试飞中达到了746.6千米/小时的最高速度一举打破了国际航空联合会原来的平飞速度世界纪录。所装配的引擎马力只有前冠军的一半，却比后者足足快了 40 公里/小时。He 100 主要服务于纳粹德国的空军部队，凭借着打破世界纪录的平飞速度，塑造了德国空军的“影子部队”。,1010千米,DB601水冷式发动机(1175匹马力),NULL,单发,飞行器,战斗机,德国,NULL,1810千克,9.4米,670千米每小时,He100战斗机,{'$oid': '5cc9309f831b973d657f0fd1'},1938年1月22日,NULL,NULL,3.6米,NULL,2500千克,平直翼,8.2米
亚音速,http://images.huanqiu.com/sarons/2014/01/49e8466412b7ec64a173589c2b14db07.jpg,梅塞施密特,1人,"
梅塞施密特Me-262 “飞燕”（德语：Messerschmitt Me-262 „Schwalbe“）是德国梅塞施密特飞机公司在第二次世界大战末期为德国空军制造的一种喷气战斗机。该机于1944年夏末首度投入实战，成为人类航空史上第一种投入实战的喷气机，与同一时期英国制造的流星式喷气战斗机（Gloster Meteor）齐名。
",1050千米,2台Junkers Jumo 004B-1 turbojets， 8.8 kN（1980 lbf）,NULL,双发,飞行器,战斗机,德国,1945年德国1951年捷克斯洛伐克,3800千克,12.51米,870千米每小时,Me-262战斗机,{'$oid': '5cc9309f831b973d657f0fd2'},1941年4月18日,NULL,NULL,3.5米,1944年6月30日,6400千克,后掠翼,10.6米
亚音速,NULL,NULL,1人,"
A7M烈风是三菱重工业公司在二战末期为旧日本海军研制的全金属结构单座舰载/陆基战斗机（A7M1、A7M2 和A7M3）及陆基截击机（A7M3-J）。本机的特点是为对抗美国海军的新型格鲁曼F6F地狱猫和沃特F4U海盗式舰载战斗机而设计出来。但是因为选用各厂商引擎(尤其是海军要求指定选用中岛重工的引擎和不实际飞行性能)有争议，阻碍研制和生产时间。如果本机尽早研制和生产，太平洋战争的战局会更加激烈。
",2350千米,1台三菱MK9A18气缸空冷星型引擎 (2200匹马力),三菱重工,单发,飞行器,战斗机,日本,1945年8月15日,3226千克,14米,630千米每小时,A7M烈风战斗机,{'$oid': '5cc9309f831b973d657f0fd3'},1944年5月,NULL,NULL,4.28米,NULL,4720千克,平直翼,10.99米
亚音速,http://images.huanqiu.com/sarons/2014/01/fa81ca99c02fd80da8084911c2f055b8.jpg,福克·沃尔夫设计局,1人,"
Ta-152战斗机是福克·沃尔夫设计局首席设计师——库尔特·坦克博士（Dipl.-Ing. Kurt Tank），做为Fw-190战斗机系列的终极型号，为竞争帝国航空部的“极高空战斗机”（the Extremer Höhenjäger）。尽管姗姗来迟，Ta-152卓越的性能却并没有因此而埋没。在第三帝国最后的日子里，有一只唯一装备了这种超级猛禽的部队在短短两个月的时间里，面对盟军绝对的空中优势，取得了不凡的战绩，成为日薄西山的第三帝国黄昏中最后一抹亮色。图为Ta 152H-1。
",2000千米,Jumo213E-1 12缸液冷发动机,梅塞施米特公司,单发,飞行器,战斗机,德国,NULL,4031千克,14.44米,760千米每小时,Ta 152战斗机,{'$oid': '5cc9309f831b973d657f0fd4'},NULL,NULL,NULL,3.36米,1945年7月,5217千克,平直翼,10.82米
亚音速,http://images.huanqiu.com/sarons/2014/01/c29019b13625281450167848b41e0e99.jpg,NULL,1人,"
Me P.1101是第二次世界大战末期由纳粹德国空军所开发的可变翼喷射战斗机。引擎主要由亨克尔负责研发，机体由梅塞施密特开发及制造。1945年4月29日，当美军发现梅塞施密特的秘密工厂时，Me P.1101大约完成了80%。1948年8月，Me P.1101 V1被运到美国的贝尔飞机公司。最后，贝尔以Me P.1101作为基础研制了X-5试验机，这成为后来美国研制出F-86军刀战斗机的基础。
",1500千米,亨克尔 HeS 011A 涡轮喷射发动机（静止推力1300kg）,梅塞施密特,单发,飞行器,战斗机,德国,NULL,2594千克,8.2米,980千米每小时,Me P.1101战斗机,{'$oid': '5cc9309f831b973d657f0fd5'},NULL,NULL,NULL,2.8米,NULL,4500千克,后掠翼,9.1米
亚音速,NULL,梅塞施密特飞机制造公司,2人,"
Me210计划开始于1938年，是作为Bf110的后继机设计的。德国空军要求能将Me210作为重型战斗机/高速侦察机/俯冲轰炸机/对地攻击机使用。Messerschmitt公司按军方的设想进行设计。今天看来，这是一个失策。因为不可能在一架飞机上兼顾这样多的用途。
",2300千米,2台1020KW Daimler-Benz DB601F,NULL,双发,飞行器,战斗机,德国,1945年,7070千克,16.34米,620千米每小时,Me 210战斗机,{'$oid': '5cc9309f831b973d657f0fd6'},1939年9月,NULL,NULL,4.28米,1943年,9705千克,平直翼,12.12米
亚音速,NULL,梅塞施密特飞机厂,1人,"
Me 209战斗机有两种，第一种是只有原型机（编号V1-V4，只生产四架）的竞速机版，使用为了竞速而特殊设计的DB 601ARJ发动机，Me 209是梅塞施密特飞机厂在当时纳粹空军主力战斗机Bf 109基础上专门改装的创纪录特种飞机。该机在1938年4月26日，由里·弗·温德尔（Fritz Wendel）驾驶创下755.138千米／小时活塞螺桨飞机平飞速度世界绝对记录，不过为了政治宣传当时纳粹德国对外宣称创造新纪录的是Me 109R，此纪录一直保持到1969年。
",11000千米,B 601ARJ发动机,NULL,单发,飞行器,战斗机,德国,NULL,3339千克,10.95米,750.8千米每小时,Me 209战斗机,{'$oid': '5cc930a0831b973d657f0fd7'},NULL,NULL,NULL,4米,NULL,4085千克,平直翼,9.74米
超音速,http://images.huanqiu.com/sarons/2014/01/4ff5462db226a42ba411b9a63c18667c.jpg,NULL,1人,"
F-2战斗机，是日本航空自卫队的战斗机机种之一，也是接替F-1战斗机任务的后继机。此款战机由三菱重工及美国的洛克希德公司合作，以F-16为基础共同研制，于1995年完成原型机并于2000年开始服役。主要任务为对地打击与反舰作战，但靠着先进的电子战系统和雷达，在空对空作战也很有不错的表现。有“平成零战”（平成时期的零式战机）之称。
",3900千米,1台奇异F110-IHI-129 涡轮扇发动机,三菱重工，洛克希德·马丁,单发,飞行器,战斗机,日本,NULL,9527千克,11.13米,2450.16千米每小时,F-2战斗机,{'$oid': '5cc930a0831b973d657f0fd8'},1995年10月7日,NULL,NULL,4.96米,2000年,22100千克,三角面,15.52米
亚音速,http://images.huanqiu.com/sarons/2014/01/c3794f9ce166c1ca0140b90d23bdb534.jpg,法国斯帕德公司,1人,"
斯帕德VII是法国斯帕德公司研制的单座单发双翼战斗机，毫无疑问，它是这一时期法国航空业的优秀之作。斯帕德VII的平飞和俯冲速度都给人们留下深刻的印象，尽管与同时代的纽波特战机相比，它的机动性欠佳，不过前线的反馈表明相对机动性而言，飞行员们更看重速度，斯帕德公司的重型战斗机路线被实战证明是正确的。
",360千米,伊斯帕诺-絮扎HS 8Aa发动机，输出功率134千瓦（150马力）,NULL,单发,飞行器,战斗机,法国,NULL,500千克,7.82米,212千米每小时,斯帕德S．Ⅶ,{'$oid': '5cc930a0831b973d657f0fd9'},1916年4月,NULL,NULL,2.2米,NULL,704千克,双翼,6.08米
亚音速,http://images.huanqiu.com/sarons/2014/01/1e3cbc94b80f06f8c9bcb4ad8dc2b901.jpg,中岛重工,1人,NULL,2750千米,两具中岛NK9H誉21型18气缸星型风冷式引擎（2000匹马力）,NULL,双发,飞行器,战斗机,日本,NULL,5400千克,14.4米,597千米每小时,J5N天雷双发重型战斗机,{'$oid': '5cc930a0831b973d657f0fda'},1944年7月8日,NULL,NULL,6.27米,NULL,7300千克,平直翼,11.46米
亚音速,NULL,三菱公司,1人,NULL,NULL,1台三菱HA43-41型复列星型气冷18缸发动机 ,NULL,双发,飞行器,战斗机,日本,NULL,3400千克,12.49米,NULL,J4M·极电（闪电）局地战斗机,{'$oid': '5cc930a0831b973d657f0fdb'},计划于1945年初投入实战,NULL,NULL,3.47米,NULL,5255千克,平直翼,12.98米
超音速,http://images.huanqiu.com/sarons/2014/01/3a9ee48ed92d3eeac4dc720b893ee5e9.jpg,三菱重工，技术研究本部,NULL,"
日本防卫省技术研究本部称之为“先进技术验证机”（ATD-X：Advanced Technological Demonstrator-X），专用于日本新一代战斗机先进技术的实际飞行、技术验证的机体。
",NULL,2台IHI XF5-1发动机,三菱重工,双发,飞行器,战斗机,日本,NULL,NULL,9米,NULL,ATD-X心神试验机,{'$oid': '5cc930a0831b973d657f0fdc'},预计2014年,NULL,NULL,4.5米,NULL,NULL,三角面,14.17米
