名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,旋翼直径,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
J8M1秋水局地战斗机 ,飞行器,NULL,9.47米,推力1500kg KR-10 [ 特吕2号 ] 液态火箭发动机 ×1 ,NULL,单发,NULL,NULL,NULL,NULL,{'$oid': '5cc9309c831b973d657f0fc4'},NULL,http://images.huanqiu.com/sarons/2014/01/c69b59ebe86436204f33ca156e425d42.jpg,2.68米,1445千克,二战末期,日本,亚音速,战斗机,,三菱公司,后掠翼,1人,6.03米,3870千克
J1N1/2式夜间战斗机,飞行器,507千米每小时,17米,荣二一型,1943年5月20日,双发,NULL,1945年8月15日,NULL,3778千米,{'$oid': '5cc9309c831b973d657f0fc5'},NULL,http://images.huanqiu.com/sarons/2014/01/e893d824883c7e4695a18c224133b4d2.jpg,4.56米,4562千克,NULL,日本,亚音速,战斗机,"
月光夜间战斗机，是第二次世界大战中期后旧日本海军开始使用的夜间战斗机。美军的代号则为“Irving”。一反之前“X式XX战斗机”的制式命名风格，由本机开始改变命名准则，“月光”不只是昵称，而成为正式名称。
",中岛重工,平直翼,2人,12.31米,7527千克
He 219夜枭战斗机,飞行器,616千米每小时,18.5米,2台戴姆勒－朋驰 DB 603E 液冷式倒V12型发动机， 1800 PS（1324 kW）,1942年11月6日,双发,NULL,NULL,NULL,1540千米,{'$oid': '5cc9309c831b973d657f0fc6'},亨克尔公司,http://images.huanqiu.com/sarons/2014/01/dc908b4fde4c47264d31b6940aea7337.jpg,4.4米,NULL,1943年,德国,亚音速,战斗机,"
亨克 He 219 夜枭 (猫头鹰) 是一款服役于二战末期纳粹德国空军的夜间战斗机。 He 219具相对复杂与创新的设计，包括安装先进的拦截型雷达。它是全世界第一款安装弹射座椅的军机，更是德军在二战期间第一款操作三轮起落架的军机。如果He 219有足够的数量可供作战，可以有效打击英国皇家空军的夜间战略轰炸机；但由于生产数量到终战之前只达294架故只有有限的影响。
",罗伯特·路萨公司,后掠翼,2人,15.5米,13580千克
Me 263战斗机,飞行器,880千米每小时,9.5米,1台Walter HWK109-509C-3rocket,1944年8月（无动力）,单发,NULL,NULL,NULL,978千米,{'$oid': '5cc9309d831b973d657f0fc7'},梅塞斯密特公司（Messerschmitt）,,3.17米,2105千克,NULL,德国,亚音速,战斗机,Me 263战斗机是一款由火箭推动的战斗机。它于第二次世界大战由德国研发，可以算作Me 163战斗机的后继者。德国共制造了三架原型，但它们从来没有使用自身发动机来飞行。火箭动力飞机，在Me163的基础上发展而来，但和Me163没有多少共同之处。开始时称为Me163D，移交容克公司（Junkers）后改称Ju248；再次移交梅塞斯密特公司（Messerschmitt）后改称Me263。仅制造一架，因为不能证明比Me262性能更优越。,NULL,平直翼,1人,7.83米,5150千克
He 51战斗机,飞行器,330千米每小时,11米,BMW6型水冷式发动机(750匹马力),1933年5月,单发,NULL,NULL,NULL,570千米,{'$oid': '5cc9309d831b973d657f0fc8'},亨克尔公司,http://images.huanqiu.com/sarons/2014/01/9c3513fa7db89e5ad9f6267e9302ea78.jpg,3.2米,1460千克,1935年,德国,亚音速,战斗机,"
He 51是亨克尔公司为重整军备的德国推出的第一种战斗机，是为末代双翼战斗机，设计上平平无奇，它于1935年进入德国空军服役后不久就被Bf 109战斗机取代，之后作为对地攻击机，教练机和水上飞机。
",NULL,双翼,1人,8.4米,1900千克
Bf 108台风式飞机,飞行器,305千米每小时,10.5米,As10C风冷式发动机(270匹马力),1934年,单发,NULL,NULL,NULL,1000千米,{'$oid': '5cc9309d831b973d657f0fc9'},NULL,http://images.huanqiu.com/sarons/2014/01/cd2813b6d4a49358a47547c6357b360c.jpg,2.3米,806千克,NULL,德国,亚音速,战斗机,,梅寒施密特公司,平直翼,1人,8.3米,1350千克
92式战斗机,飞行器,320千米每小时,9.55米,BMW VI(630匹马力),1930年,单发,NULL,NULL,NULL,850千米,{'$oid': '5cc9309d831b973d657f0fca'},NULL,http://images.huanqiu.com/sarons/2014/01/4e5486282c97fd3caec5d88d331f6a79.jpg,3.1米,1280千克,1932年,日本,亚音速,战斗机,"
九二式战斗机是由川崎重工的德国工程师理查・伏格和土井武夫共同研发出来的水冷发动机双翼战斗机，由于有着德国血统而令其外表和纳粹德国空军初期的He51战斗机很相似，就连其水冷发动机都是德国BMW的仿制品(630匹马力)。
",川崎重工,双翼,1人,7.05米,1700千克
J.I攻击机,飞行器,155千米每小时,16米,奔驰Bz.IV直六水冷引擎，149千瓦（200匹马力）,1917年1月28日,单发,NULL,1918年,NULL,310千米,{'$oid': '5cc9309e831b973d657f0fcb'},容克斯,http://images.huanqiu.com/sarons/2014/01/50d6cb9616e24251fbc01ccb24200b16.jpg,3.4米,1766千克,1917年,德国,亚音速,战斗机,"
J.I攻击机（制造厂商将其定为“J 4”，以防止与1915年开发的“J 1”机混淆）是德意志帝国陆军航空队于第一次世界大战所使用的一款地面攻击机、侦察机和连络机，由容克斯所研制，属德国“J系列”装甲航空机之一。J.I机是世界上第一款大规模量产的全金属制飞机，它的金属结构机身和厚实的装甲可有效抵御战场轻武器的攻击。
",奥托·马德尔,双翼,2人,9.1米,2140千克
Ki-201火龙战斗机,飞行器,852千米每小时,13.7米,石川岛‘Ne 130’轴流式喷射发动机（静止推力980kg）,NULL,双发,NULL,NULL,NULL,980千米,{'$oid': '5cc9309e831b973d657f0fcc'},NULL,,4.05米,4500千克,NULL,日本,亚音速,战斗机,"
火龙是第二次世界大战末期由大日本帝国陆军所预定开发的喷射战斗机。引擎主要由石川岛重工业株式会社负责研发，机体由中岛飞机开发及制造。可以被视为东瀛版Me 262或是由橘花攻击机进化而来的喷射战斗机，但该机体在战争结束时仍处于设计阶段。
",日本中岛飞机,后掠翼,1人,11.5米,7000千克
Ki-43隼/1式,飞行器,530千米每小时,10.84米,1台中岛厦-115 14缸气冷星型发动机，858千瓦（1150马力）,NULL,单发,NULL,1945年,NULL,1760千米,{'$oid': '5cc9309e831b973d657f0fcd'},中岛重工,http://images.huanqiu.com/sarons/2014/01/cd464432c7e3032f54ff70d44d152511.jpg,3.27米,1910千克,1938年12月12日,日本,亚音速,战斗机,"
一式战斗机是旧日本陆军的一种战斗机，简称一式陆战，正式编号：Ki-43，日军别称“隼”，盟军昵称Oscar（奥斯卡）/Jim（吉米）。
",NULL,平直翼,1人,8.92米,2925千克
Ki-49吞龙轰炸机,飞行器,492千米每小时,20.42米,2台中岛Ha-109风冷式发动机(1520匹马力),1939年,双发,NULL,NULL,NULL,3000千米,{'$oid': '5cc9309e831b973d657f0fce'},NULL,http://images.huanqiu.com/sarons/2014/01/0b5a386adb3ff19ec0ddba451d30b313.jpg,4.25米,6540千克,NULL,日本,亚音速,战斗机,"
1939年，Ki49完成试飞，但载弹量与飞行速度不令陆军满意，不过陆军认为Ki49以后还可以继续改进，所以在1941年就正式订购了Ki49，给予100式重爆击机的名称。
",NULL,平直翼,8人,16.81米,11090千克
Ho 229战斗机,飞行器,977千米每小时,16.76米,2×容克 Jumo 004B 涡轮喷射发动机， 8.7 kN（1956 lbf）,1944年3月1日,双发,NULL,NULL,NULL,1000千米,{'$oid': '5cc9309e831b973d657f0fcf'},哥达（Gothaer Waggonfabrik）,,2.81米,4600千克,NULL,德国,亚音速,战斗机,"
霍顿 H.IX，被帝国航空部命名为Ho 229 (俗称Gotha Go 229通常都是用来辨识该机的制造商) 是一款于二次大战末期由厄依玛与华顿·霍顿兄弟设计并由哥达生产的战轰原型机。 它是第一款由喷射发动机推进的飞翼机[1] 并包含可以回避雷达的侦测－这是第一架拥有俗称隐身技术的战机. 该机备受德国空军大元帅赫尔曼·戈林所喜爱，这是唯一可以满足他 3 x 1000 性能需求的飞机，就是所谓的可以以1000 km/h时速、携带1000 kg炸弹、飞往1000 km外的目的地。
",NULL,飞翼,1人,7.47米,8100千克
1MF/10式舰上战斗机,飞行器,213千米每小时,8.5米,1台300马力三菱Hi V-8型冷液型引擎,1921年,单发,NULL,1930年,NULL,NULL,{'$oid': '5cc9309e831b973d657f0fd0'},三菱重工,http://images.huanqiu.com/sarons/2014/01/f9fc466229e747fe108927d3cb11ab26.jpg,3.1米,940千克,1923年,日本,亚音速,战斗机,"
10式舰上战斗机是由日本三菱重工生产、英国工程师贺伯特·史密斯（Herbert Smith）协助设计的战斗机，由旧日本海军使用于1920年至1930年期间。外型上是由木材打造的双翼机。
",NULL,双翼,1人,6.9米,1280千克
He100战斗机,飞行器,670千米每小时,9.4米,DB601水冷式发动机(1175匹马力),1938年1月22日,单发,NULL,NULL,NULL,1010千米,{'$oid': '5cc9309f831b973d657f0fd1'},NULL,,3.6米,1810千克,NULL,德国,亚音速,战斗机,He-100即亨克尔He-100战斗机。它的设计人是沃尔特·冈特工程师，齐格弗利特·冈特工程师。一架He-100的原型机在试飞中达到了746.6千米/小时的最高速度一举打破了国际航空联合会原来的平飞速度世界纪录。所装配的引擎马力只有前冠军的一半，却比后者足足快了 40 公里/小时。He 100 主要服务于纳粹德国的空军部队，凭借着打破世界纪录的平飞速度，塑造了德国空军的“影子部队”。,斯特·亨克尔飞机公司,平直翼,1人,8.2米,2500千克
Me-262战斗机,飞行器,870千米每小时,12.51米,2台Junkers Jumo 004B-1 turbojets， 8.8 kN（1980 lbf）,1941年4月18日,双发,NULL,1945年德国1951年捷克斯洛伐克,NULL,1050千米,{'$oid': '5cc9309f831b973d657f0fd2'},NULL,http://images.huanqiu.com/sarons/2014/01/49e8466412b7ec64a173589c2b14db07.jpg,3.5米,3800千克,1944年6月30日,德国,亚音速,战斗机,"
梅塞施密特Me-262 “飞燕”（德语：Messerschmitt Me-262 „Schwalbe“）是德国梅塞施密特飞机公司在第二次世界大战末期为德国空军制造的一种喷气战斗机。该机于1944年夏末首度投入实战，成为人类航空史上第一种投入实战的喷气机，与同一时期英国制造的流星式喷气战斗机（Gloster Meteor）齐名。
",梅塞施密特,后掠翼,1人,10.6米,6400千克
A7M烈风战斗机,飞行器,630千米每小时,14米,1台三菱MK9A18气缸空冷星型引擎 (2200匹马力),1944年5月,单发,NULL,1945年8月15日,NULL,2350千米,{'$oid': '5cc9309f831b973d657f0fd3'},三菱重工,,4.28米,3226千克,NULL,日本,亚音速,战斗机,"
A7M烈风是三菱重工业公司在二战末期为旧日本海军研制的全金属结构单座舰载/陆基战斗机（A7M1、A7M2 和A7M3）及陆基截击机（A7M3-J）。本机的特点是为对抗美国海军的新型格鲁曼F6F地狱猫和沃特F4U海盗式舰载战斗机而设计出来。但是因为选用各厂商引擎(尤其是海军要求指定选用中岛重工的引擎和不实际飞行性能)有争议，阻碍研制和生产时间。如果本机尽早研制和生产，太平洋战争的战局会更加激烈。
",NULL,平直翼,1人,10.99米,4720千克
Ta 152战斗机,飞行器,760千米每小时,14.44米,Jumo213E-1 12缸液冷发动机,NULL,单发,NULL,NULL,NULL,2000千米,{'$oid': '5cc9309f831b973d657f0fd4'},梅塞施米特公司,http://images.huanqiu.com/sarons/2014/01/fa81ca99c02fd80da8084911c2f055b8.jpg,3.36米,4031千克,1945年7月,德国,亚音速,战斗机,"
Ta-152战斗机是福克·沃尔夫设计局首席设计师——库尔特·坦克博士（Dipl.-Ing. Kurt Tank），做为Fw-190战斗机系列的终极型号，为竞争帝国航空部的“极高空战斗机”（the Extremer Höhenjäger）。尽管姗姗来迟，Ta-152卓越的性能却并没有因此而埋没。在第三帝国最后的日子里，有一只唯一装备了这种超级猛禽的部队在短短两个月的时间里，面对盟军绝对的空中优势，取得了不凡的战绩，成为日薄西山的第三帝国黄昏中最后一抹亮色。图为Ta 152H-1。
",福克·沃尔夫设计局,平直翼,1人,10.82米,5217千克
Me P.1101战斗机,飞行器,980千米每小时,8.2米,亨克尔 HeS 011A 涡轮喷射发动机（静止推力1300kg）,NULL,单发,NULL,NULL,NULL,1500千米,{'$oid': '5cc9309f831b973d657f0fd5'},梅塞施密特,http://images.huanqiu.com/sarons/2014/01/c29019b13625281450167848b41e0e99.jpg,2.8米,2594千克,NULL,德国,亚音速,战斗机,"
Me P.1101是第二次世界大战末期由纳粹德国空军所开发的可变翼喷射战斗机。引擎主要由亨克尔负责研发，机体由梅塞施密特开发及制造。1945年4月29日，当美军发现梅塞施密特的秘密工厂时，Me P.1101大约完成了80%。1948年8月，Me P.1101 V1被运到美国的贝尔飞机公司。最后，贝尔以Me P.1101作为基础研制了X-5试验机，这成为后来美国研制出F-86军刀战斗机的基础。
",NULL,后掠翼,1人,9.1米,4500千克
Me 210战斗机,飞行器,620千米每小时,16.34米,2台1020KW Daimler-Benz DB601F,1939年9月,双发,NULL,1945年,NULL,2300千米,{'$oid': '5cc9309f831b973d657f0fd6'},NULL,,4.28米,7070千克,1943年,德国,亚音速,战斗机,"
Me210计划开始于1938年，是作为Bf110的后继机设计的。德国空军要求能将Me210作为重型战斗机/高速侦察机/俯冲轰炸机/对地攻击机使用。Messerschmitt公司按军方的设想进行设计。今天看来，这是一个失策。因为不可能在一架飞机上兼顾这样多的用途。
",梅塞施密特飞机制造公司,平直翼,2人,12.12米,9705千克
Me 209战斗机,飞行器,750.8千米每小时,10.95米,B 601ARJ发动机,NULL,单发,NULL,NULL,NULL,11000千米,{'$oid': '5cc930a0831b973d657f0fd7'},NULL,,4米,3339千克,NULL,德国,亚音速,战斗机,"
Me 209战斗机有两种，第一种是只有原型机（编号V1-V4，只生产四架）的竞速机版，使用为了竞速而特殊设计的DB 601ARJ发动机，Me 209是梅塞施密特飞机厂在当时纳粹空军主力战斗机Bf 109基础上专门改装的创纪录特种飞机。该机在1938年4月26日，由里·弗·温德尔（Fritz Wendel）驾驶创下755.138千米／小时活塞螺桨飞机平飞速度世界绝对记录，不过为了政治宣传当时纳粹德国对外宣称创造新纪录的是Me 109R，此纪录一直保持到1969年。
",梅塞施密特飞机厂,平直翼,1人,9.74米,4085千克
F-2战斗机,飞行器,2450.16千米每小时,11.13米,1台奇异F110-IHI-129 涡轮扇发动机,1995年10月7日,单发,NULL,NULL,NULL,3900千米,{'$oid': '5cc930a0831b973d657f0fd8'},三菱重工，洛克希德·马丁,http://images.huanqiu.com/sarons/2014/01/4ff5462db226a42ba411b9a63c18667c.jpg,4.96米,9527千克,2000年,日本,超音速,战斗机,"
F-2战斗机，是日本航空自卫队的战斗机机种之一，也是接替F-1战斗机任务的后继机。此款战机由三菱重工及美国的洛克希德公司合作，以F-16为基础共同研制，于1995年完成原型机并于2000年开始服役。主要任务为对地打击与反舰作战，但靠着先进的电子战系统和雷达，在空对空作战也很有不错的表现。有“平成零战”（平成时期的零式战机）之称。
",NULL,三角面,1人,15.52米,22100千克
斯帕德S．Ⅶ,飞行器,212千米每小时,7.82米,伊斯帕诺-絮扎HS 8Aa发动机，输出功率134千瓦（150马力）,1916年4月,单发,NULL,NULL,NULL,360千米,{'$oid': '5cc930a0831b973d657f0fd9'},NULL,http://images.huanqiu.com/sarons/2014/01/c3794f9ce166c1ca0140b90d23bdb534.jpg,2.2米,500千克,NULL,法国,亚音速,战斗机,"
斯帕德VII是法国斯帕德公司研制的单座单发双翼战斗机，毫无疑问，它是这一时期法国航空业的优秀之作。斯帕德VII的平飞和俯冲速度都给人们留下深刻的印象，尽管与同时代的纽波特战机相比，它的机动性欠佳，不过前线的反馈表明相对机动性而言，飞行员们更看重速度，斯帕德公司的重型战斗机路线被实战证明是正确的。
",法国斯帕德公司,双翼,1人,6.08米,704千克
J5N天雷双发重型战斗机,飞行器,597千米每小时,14.4米,两具中岛NK9H誉21型18气缸星型风冷式引擎（2000匹马力）,1944年7月8日,双发,NULL,NULL,NULL,2750千米,{'$oid': '5cc930a0831b973d657f0fda'},NULL,http://images.huanqiu.com/sarons/2014/01/1e3cbc94b80f06f8c9bcb4ad8dc2b901.jpg,6.27米,5400千克,NULL,日本,亚音速,战斗机,,中岛重工,平直翼,1人,11.46米,7300千克
J4M·极电（闪电）局地战斗机,飞行器,NULL,12.49米,1台三菱HA43-41型复列星型气冷18缸发动机 ,计划于1945年初投入实战,双发,NULL,NULL,NULL,NULL,{'$oid': '5cc930a0831b973d657f0fdb'},NULL,,3.47米,3400千克,NULL,日本,亚音速,战斗机,,三菱公司,平直翼,1人,12.98米,5255千克
ATD-X心神试验机,飞行器,NULL,9米,2台IHI XF5-1发动机,预计2014年,双发,NULL,NULL,NULL,NULL,{'$oid': '5cc930a0831b973d657f0fdc'},三菱重工,http://images.huanqiu.com/sarons/2014/01/3a9ee48ed92d3eeac4dc720b893ee5e9.jpg,4.5米,NULL,NULL,日本,超音速,战斗机,"
日本防卫省技术研究本部称之为“先进技术验证机”（ATD-X：Advanced Technological Demonstrator-X），专用于日本新一代战斗机先进技术的实际飞行、技术验证的机体。
",三菱重工，技术研究本部,三角面,NULL,14.17米,NULL
S1A电光Denko夜间战斗机,飞行器,585千米每小时,17.5米,两台中岛NK9K誉二二型十八气缸复列星型引擎(2000匹马力),NULL,单发,NULL,NULL,NULL,1650千米,{'$oid': '5cc930a0831b973d657f0fdd'},爱知飞机公司,,4.61米,7320千克,NULL,日本,亚音速,战斗机,,NULL,平直翼,2人,14.65米,10180千克
